Country,Name,State,Year,Longitude,Latitude
India,Limbali Dam,Gujarat,1996,71.567704,21.955863
India,Limdi-Bhogavo II Dam,Gujarat,1997,71.590916,22.704228
India,Machhu I Dam,Gujarat,1960,70.893424,22.534684
India,Machhu II Dam,Gujarat,1989,70.873304,22.797054
India,Madhuvanti Dam,Gujarat,1976,70.539163,21.065216
India,Malapara Dam,Gujarat,1996,71.567704,21.955863
India,Meshwo Dam,Gujarat,1971,73.336063,23.628753
India,Mobhness Dam,Gujarat,1983,71.255783,21.13445
India,Mota Gujariya Dam,Gujarat,0,70.782121,21.413565
India,Mukteshwar Dam,Gujarat,2004,72.612091,23.937037
India,Nara Dam,Gujarat,1981,69.16588,23.445561
India,Nayka(W- Bhogavo I) Dam,Gujarat,1959,71.484716,22.722883
India,Nirona Dam,Gujarat,1970,69.535152,23.463913
India,Ozat -II Dam,Gujarat,0,70.467561,21.481961
India,Panam Dam,Gujarat,1977,73.815871,23.17732
India,Raidy Dam,Gujarat,1995,71.309156,20.979562
India,Rami Dam,Gujarat,1980,73.726053,21.838545
India,Ranghola Dam,Gujarat,1952,71.818152,21.710239
India,Raval II Dam,Gujarat,1980,71.078211,20.956404
India,Rudramata Dam,Gujarat,0,69.681096,23.426172
India,Ruparel Dam,Gujarat,2005,70.328122,22.430016
India,Rupen Dam,Gujarat,1976,71.2176,20.9026
India,Sabarmati Dam,Gujarat,1982,72.901062,23.977485
India,Saburi Dam,Gujarat,2002,71.334932,22.596652
India,Sanandharo Dam,Gujarat,1955,68.783543,23.661258
India,Sapada Dam,Gujarat,1963,70.328122,22.430016
India,Sardar Sarover Gujarat Dam,Gujarat,0,73.726053,21.838545
India,Shetrunji Dam,Gujarat,1965,71.852884,21.556458
India,Shetrunji Khodiar Dam,Gujarat,1967,71.061883,21.341319
India,Sukhbhadar Dam,Gujarat,1987,71.659472,22.149711
India,Thebi Dam,Gujarat,1996,71.061883,21.341319
India,Thol dam,Gujarat,0,72.442007,23.148492
India,Trivni-Tranga Dam,Gujarat,1998,71.074224,22.427719
India,Umiya Sagar dam,Gujarat,2009,70.199268,22.058249
India,Umri Dam,Gujarat,1963,73.054104,24.282414
India,Und II(Gunatit Sarover) Dam,Gujarat,1998,70.474693,22.690393
India,Utavali (Gunda) Dam,Gujarat,1999,71.773922,22.163036
India,Vadi (mangarwal) Dam,Gujarat,2000,71.061883,21.341319
India,Vadia Dam,Gujarat,0,70.689598,21.604664
India,Vadisang Dam,Gujarat,0,70.314739,22.313273
India,Vartu II Dam,Gujarat,0,69.770133,21.678652
India,Veardi I Dam,Gujarat,2001,69.770133,21.678652
India,Veradi -II Dam,Gujarat,2008,69.770133,21.678652
India,Veri Dam,Gujarat,1900,70.797649,22.162895
India,Vrajmi Dam,Gujarat,1987,70.539163,21.065216
India,Wadhwan Jojwa Dam,Gujarat,1910,73.23649,22.296457
India,Zinzari Dam,Gujarat,1912,73.444199,22.546755
India,Srisailam (N.S.R.S.P) Dam,Andhra Pradesh,1984,78.288728,15.919608
India,Kalpong (Nhpc) Dam,Andaman and Nicobar Islands,0,92.960612,13.15637
India,Ukai Dam,Gujarat,1972,73.586869,21.247766
India,Areshankar Dam,Karnataka,1957,75.885403,16.328056
India,Bukkambudi Doddekere Dam,Karnataka,0,76.115986,13.951582
India,Chickkahole Dam,Karnataka,1958,77.008534,11.823773
India,Devaramardikere Dam,Karnataka,1980,76.648943,13.688021
India,Haihole Dam,Karnataka,1979,75.52619,13.844009
India,Hulical Forebay Dam,Karnataka,1988,74.947203,13.656574
India,K.Honnamachanahalli Dam,Karnataka,1952,77.077288,12.949218
India,Kodasalli Dam,Karnataka,2000,74.530235,15.275486
India,Kodli-Allapur Dam,Karnataka,2000,77.428413,17.429917
India,Kunigal Thimmanahalli Dam,Karnataka,1980,77.045414,13.478938
India,Kuvalgi Aheri Dam,Karnataka,1981,75.928623,17.061433
India,Mani Dam,Karnataka,1988,74.947203,13.656574
India,Marconahally Dam,Karnataka,1940,76.738957,13.006141
India,Maskinala Dam,Karnataka,2003,76.786556,16.089896
India,Muchakhandi Dam,Karnataka,1984,75.657241,16.147262
India,Sheelavantanakoppa D.Kere Dam,Karnataka,0,75.258571,14.380132
India,Siddasamudra Dam,Karnataka,1967,74.842652,15.80255
India,Singahallidalvayikere Dam,Karnataka,0,76.844811,13.326045
India,Varahi H.E.Pickup Dam,Karnataka,1989,74.947203,13.656574
India,Peppara (Kwa) Dam,Kerala,1983,77.083943,8.583006
India,Adner Dam,Madhya Pradesh,1911,78.1127,25.56
India,Agar Agari Dam,Madhya Pradesh,1991,77.53512,23.821833
India,Ahmadpur Dam,Madhya Pradesh,1916,80.295684,22.17726
India,Akhajhiri Dam,Madhya Pradesh,1973,77.718628,24.76593
India,Amahi Dam,Madhya Pradesh,1917,77.486393,24.504075
India,Amrabad Dam,Madhya Pradesh,1978,77.826079,23.514
India,Anandikhedi Dam,Madhya Pradesh,1988,74.966249,22.630616
India,Antalwasa Dam,Madhya Pradesh,1908,75.06805,23.329504
India,Ari Dam,Madhya Pradesh,1952,79.557885,22.102887
India,Atari Dam,Madhya Pradesh,1975,81.860477,24.413641
India,Bagla Dam,Madhya Pradesh,2001,75.670289,23.353958
India,Baisly Dam,Madhya Pradesh,1919,78.438325,26.408581
India,Baliya Dam,Madhya Pradesh,1986,82.41869,24.005671
India,Bamera Dam,Madhya Pradesh,1984,80.822066,23.559764
India,Banchor Dam,Madhya Pradesh,1964,77.586016,23.262998
India,Bangai Dam,Madhya Pradesh,1993,78.349062,21.994371
India,Banganga Dam,Madhya Pradesh,1988,75.274184,22.073791
India,Bankuiya Dam,Madhya Pradesh,1971,81.31092,24.555353
India,Bansichikhli Dam,Madhya Pradesh,1990,79.149587,23.579031
India,Banskheda Dam,Madhya Pradesh,2002,76.711912,23.424024
India,Barchar Dam,Madhya Pradesh,1986,81.901278,24.150259
India,Barkheda Dam,Madhya Pradesh,1982,75.001796,22.348777
India,Barkhedi Siloki Dam,Madhya Pradesh,1983,75.795248,24.085501
India,Basni Dam,Madhya Pradesh,1979,79.398994,23.822332
India,Begda Dam,Madhya Pradesh,1976,74.526766,22.596449
India,Belhara Dam,Madhya Pradesh,1981,79.550285,23.565132
India,Bhaisatori Dam,Madhya Pradesh,2002,77.340993,24.639612
India,Bhaisawar Dam,Madhya Pradesh,1978,80.578551,24.707494
India,Bharoli Dam,Madhya Pradesh,1916,77.718628,24.76593
India,Bharra Dam,Madhya Pradesh,1984,82.036776,24.422803
India,Bhawanikheda Dam,Madhya Pradesh,1991,78.081977,23.635733
India,Bhensrod Dam,Madhya Pradesh,0,76.711912,23.424024
India,Bhikarkhedi Dam,Madhya Pradesh,1985,75.274184,22.073791
India,Bhimori Dam,Madhya Pradesh,1977,80.517994,22.222306
India,Bhitrigarh Dam,Madhya Pradesh,1965,80.495109,23.727423
India,Bichhia Dam,Madhya Pradesh,1975,80.517994,22.222306
India,Birmawal Dam,Madhya Pradesh,2000,75.040775,23.287513
India,Birpur Dam,Madhya Pradesh,1908,76.662184,25.586947
India,Bisonia Dam,Madhya Pradesh,1975,77.912437,24.330948
India,Bochka Dam,Madhya Pradesh,1968,74.601653,22.763827
India,Borgaon Dam,Madhya Pradesh,1982,77.662637,21.722852
India,Bori Dam,Madhya Pradesh,1982,76.472547,22.291284
India,Budwa Dam,Madhya Pradesh,1972,81.284864,24.186432
India,Burha Dam,Madhya Pradesh,1969,79.388475,24.855546
India,Chachundra Dam,Madhya Pradesh,1987,77.977032,21.925369
India,Chainpur Dam,Madhya Pradesh,0,76.840516,23.079317
India,Chambleshwar Dam,Madhya Pradesh,2002,75.131752,24.682369
India,Chandapatha Dam,Madhya Pradesh,1918,77.688164,25.427134
India,Chandgarh Dam,Madhya Pradesh,2001,75.274184,22.073791
India,Chandoor Dam,Madhya Pradesh,1984,80.245921,23.634814
India,Chandora Dam,Madhya Pradesh,1986,78.390314,21.742829
India,Chandrakeshar Dam,Madhya Pradesh,1976,76.472547,22.291284
India,Chawarpani Dam,Madhya Pradesh,1960,80.115782,22.12372
India,Chhapi Dam,Madhya Pradesh,1972,75.795248,24.085501
India,Chichbund Dam,Madhya Pradesh,1951,79.557885,22.102887
India,Chichwari Dam,Madhya Pradesh,1980,77.866757,22.275437
India,Chinnod Dam,Madhya Pradesh,1991,78.1127,25.56
India,Chirchitta Dam,Madhya Pradesh,1974,79.40246,23.009074
India,Chirkhan Dam,Madhya Pradesh,1997,76.52942,22.098512
India,Choral Dam,Madhya Pradesh,1988,75.831976,22.644229
India,Chorburari Dam,Madhya Pradesh,1983,74.903134,23.042857
India,Dabri Dam,Madhya Pradesh,1983,75.274184,22.073791
India,Dahod Dam,Madhya Pradesh,1958,77.518162,23.114093
India,Dalka Banda Dam,Madhya Pradesh,1982,80.571229,23.09348
India,Daroli Dam,Madhya Pradesh,1962,79.550285,23.565132
India,Datia Dam,Madhya Pradesh,1977,79.679014,24.008646
India,Datoda Dam,Madhya Pradesh,1977,75.889322,22.62339
India,Deogaon Dam,Madhya Pradesh,1991,78.614503,23.007036
India,Deokhoh Dam,Madhya Pradesh,1978,78.614503,23.007036
India,Deori Dam,Madhya Pradesh,0,81.901278,24.150259
India,Depalpur Dam,Madhya Pradesh,1931,75.661265,22.947815
India,Devendra Sagar Dam,Madhya Pradesh,1975,80.578551,24.707494
India,Devikheda Dam,Madhya Pradesh,1982,75.952078,23.361715
India,Dhamdhusar Dam,Madhya Pradesh,1958,77.518162,23.114093
India,Dharwara Dam,Madhya Pradesh,1918,80.245921,23.634814
India,Dholawad Dam,Madhya Pradesh,1984,75.040775,23.287513
India,Doraha Dam,Madhya Pradesh,1983,77.331125,23.320511
India,Dudhi Dam,Madhya Pradesh,0,76.711912,23.424024
India,Dukrikheda Dam,Madhya Pradesh,1956,78.33608,22.963292
India,Gadigaltar Dam,Madhya Pradesh,1990,76.203897,21.331172
India,Gagan Dam,Madhya Pradesh,1959,76.162881,22.247446
India,Gambhir (PHE) Dam,Madhya Pradesh,1991,75.705456,23.197927
India,Gandhi Sagar Dam,Madhya Pradesh,1960,75.131752,24.682369
India,Ganeshpura Dam,Madhya Pradesh,2003,76.711912,23.424024
India,Gangajali Dam,Madhya Pradesh,1981,75.262206,22.296998
India,Gangulpara Dam,Madhya Pradesh,1960,80.185871,21.803026
India,Gawala Dam,Madhya Pradesh,1979,75.430908,22.483949
India,Ghatera Dam,Madhya Pradesh,1956,78.081977,23.635733
India,Ghoghatpur Dam,Madhya Pradesh,2003,75.795248,24.085501
India,Ghorapachhar Dam,Madhya Pradesh,1986,77.516767,23.269968
India,Godaghat Dam,Madhya Pradesh,1930,79.820746,23.897595
India,Gonda Dam,Madhya Pradesh,1979,80.578551,24.707494
India,Goverdhanpura Dam,Madhya Pradesh,1982,75.430908,22.483949
India,Govindgarh Dam,Madhya Pradesh,1970,81.296406,24.485286
India,Gulabpura Dam,Madhya Pradesh,1982,74.526766,22.596449
India,Guradia Roopchand Dam,Madhya Pradesh,1984,76.710889,23.032453
India,Guradia Surdas Dam,Madhya Pradesh,1997,76.057277,22.983927
India,Gurma Dam,Madhya Pradesh,1974,82.036776,24.422803
India,Gwal Sagar Dam,Madhya Pradesh,1968,79.078473,24.757785
India,Harrai Dam,Madhya Pradesh,1987,79.220726,22.937594
India,Harridih Dam,Madhya Pradesh,1962,81.638746,23.163391
India,Hashalpur Dam,Madhya Pradesh,1950,75.430908,22.483949
India,Hathaikheda Dam,Madhya Pradesh,1960,77.516767,23.269968
India,Hedapura Dam,Madhya Pradesh,1979,77.53512,23.821833
India,Ichhawar Dam,Madhya Pradesh,1981,76.840516,23.079317
India,Imlikheda Dam,Madhya Pradesh,2000,76.823965,23.340107
India,Jabera Dam,Madhya Pradesh,1959,79.550285,23.565132
India,Jaguwa Dam,Madhya Pradesh,1921,80.822066,23.559764
India,Jalgaon Dam,Madhya Pradesh,1960,80.295684,22.17726
India,Jalpani Dam,Madhya Pradesh,1979,80.440891,23.046917
India,Jamakheri Dam,Madhya Pradesh,1915,77.718628,24.76593
India,Jambar Dam,Madhya Pradesh,1964,77.826079,23.514
India,Jamonia Dam,Madhya Pradesh,1938,77.075909,23.214211
India,Jamunia Dam,Madhya Pradesh,1981,79.463785,23.788021
India,Jamunia Dam,Madhya Pradesh,1921,80.177407,21.804894
India,Jantipur Dam,Madhya Pradesh,1979,80.517994,22.222306
India,Jarmora Dam,Madhya Pradesh,1980,81.31092,24.555353
India,Jawahargarh Dam,Madhya Pradesh,1899,77.927811,26.380236
India,Jhaloni Dam,Madhya Pradesh,1913,78.231057,24.764514
India,Jhapdi Dam,Madhya Pradesh,1962,75.074336,22.206169
India,Jharegaon Dam,Madhya Pradesh,1979,77.88299,21.806893
India,Jhirbhar Dam,Madhya Pradesh,1980,76.162881,22.247446
India,Jhirgiri Dam,Madhya Pradesh,1990,80.495109,23.727423
India,Jhirikhapa Dam,Madhya Pradesh,1979,77.977032,21.925369
India,Jojharpur Dam,Madhya Pradesh,2000,78.30302,23.206668
India,Kacheri Feeder Dam,Madhya Pradesh,1972,79.36641,24.687869
India,Kaketo Dam,Madhya Pradesh,1934,77.833675,25.562582
India,Kalaphata Dam,Madhya Pradesh,1978,76.162881,22.247446
India,Kaliasote Dam,Madhya Pradesh,1988,77.402237,23.206689
India,Kalyanpura Dam,Madhya Pradesh,1985,77.53512,23.821833
India,Kamera Dam,Madhya Pradesh,1910,77.927811,26.380236
India,Kanchan Dam,Madhya Pradesh,1979,82.446084,24.2287
India,Kanhargaon Dam,Madhya Pradesh,1986,78.804579,21.994969
India,Kankerkheda Dam,Madhya Pradesh,1988,77.075909,23.214211
India,Karhi Dam,Madhya Pradesh,1977,80.161042,24.277486
India,Karjuni Dam,Madhya Pradesh,1983,74.966249,22.630616
India,Katangjhari Dam,Madhya Pradesh,1922,80.177407,21.804894
India,Kazikhedi Dam,Madhya Pradesh,1978,75.670289,23.353958
India,Kethan Dam,Madhya Pradesh,1975,77.53512,23.821833
India,Khadkhali Dam,Madhya Pradesh,1977,74.758854,22.183749
India,Khameri Bagsari Dam,Madhya Pradesh,1983,79.820746,23.897595
India,Khandawad Dam,Madhya Pradesh,1992,77.713596,22.741634
India,Khanpura Dam,Madhya Pradesh,1907,77.394621,24.555555
India,Khapa Dam,Madhya Pradesh,1983,80.215469,23.099747
India,Khapabihari Dam,Madhya Pradesh,1992,78.930204,22.023797
India,Kharadi Dam,Madhya Pradesh,1962,80.326387,21.628816
India,Kheria Punawali Dam,Madhya Pradesh,1978,78.1127,25.56
India,Khina Dam,Madhya Pradesh,1983,80.215469,23.099747
India,Khor Dam,Madhya Pradesh,1984,75.068427,22.408305
India,Khurera Dam,Madhya Pradesh,1969,79.078473,24.757785
India,Kishanpura Dam,Madhya Pradesh,1976,75.828367,22.675779
India,Kohdarh Dam,Madhya Pradesh,1985,76.403986,21.832361
India,Kolar Dam,Madhya Pradesh,1990,77.40397,23.14614
India,Kolwakhedi Dam,Madhya Pradesh,0,75.040775,23.287513
India,Konajhir Dam,Madhya Pradesh,1940,77.075909,23.214211
India,Koshmi Dam,Madhya Pradesh,1977,77.88299,21.806893
India,Kotwal Dam,Madhya Pradesh,1914,78.04695,26.440882
India,Koyalkhedi Dam,Madhya Pradesh,1980,75.857509,23.388347
India,Kund Dam,Madhya Pradesh,1976,77.88299,21.806893
India,Kunda Nala Dam,Madhya Pradesh,1963,75.262206,22.296998
India,Kursi Dam,Madhya Pradesh,1993,77.662637,21.722852
India,Kusmeli Dam,Madhya Pradesh,1980,77.901279,22.883214
India,Laduna Dam,Madhya Pradesh,1988,75.346833,24.031585
India,Laliyachapad Dam,Madhya Pradesh,1974,75.889322,22.62339
India,Larpur Dam,Madhya Pradesh,1994,77.480181,23.175634
India,Latar Dam,Madhya Pradesh,1976,81.784979,23.063636
India,Laxmikheda Dam,Madhya Pradesh,1989,75.795248,24.085501
India,Lolki Dam,Madhya Pradesh,1985,75.795248,24.085501
India,Lower Jhumka Dam,Madhya Pradesh,1980,74.601653,22.763827
India,Lower Palakmati Dam,Madhya Pradesh,1936,77.901279,22.883214
India,Machhariya Dam,Madhya Pradesh,1982,78.937202,23.514594
India,Madai Dam,Madhya Pradesh,1966,80.118159,23.487335
India,Magjipada Dam,Madhya Pradesh,1981,75.247341,22.881144
India,Mahan Dam,Madhya Pradesh,2009,81.638929,24.376878
India,Mandwajhiri Dam,Madhya Pradesh,1979,80.326387,21.628816
India,Manikheda Dam,Madhya Pradesh,1992,77.370634,23.359891
India,Mansurwari Dam,Madhya Pradesh,1978,78.937202,23.514594
India,Marhi Dam,Madhya Pradesh,1981,82.446084,24.2287
India,Mau Dam,Madhya Pradesh,1976,81.284864,24.186432
India,Mauganj Dam,Madhya Pradesh,1972,81.860477,24.413641
India,Mausandha Dam,Madhya Pradesh,1917,79.820746,23.897595
India,Mod Sagar Dam,Madhya Pradesh,1986,74.526766,22.596449
India,Moga Dam,Madhya Pradesh,1997,78.614503,23.007036
India,Moonjwar Dam,Madhya Pradesh,1969,77.833675,25.562582
India,Morjhiri Dam,Madhya Pradesh,1988,74.903134,23.042857
India,Mundri Dam,Madhya Pradesh,2000,75.058684,24.084535
India,Nagdagajora Dam,Madhya Pradesh,1911,78.37204,25.100988
India,Nagri Dam,Madhya Pradesh,2002,77.518162,23.114093
India,Naharkheda Dam,Madhya Pradesh,1980,75.795248,24.085501
India,Nahlesara Dam,Madhya Pradesh,1967,79.557885,22.102887
India,Narawala Dam,Madhya Pradesh,1984,75.274184,22.073791
India,Naren Dam,Madhya Pradesh,1981,77.53512,23.821833
India,Narola Dam,Madhya Pradesh,1916,76.823965,23.340107
India,Navegaon Dam,Madhya Pradesh,1987,78.947191,22.046898
India,Padhar Dam,Madhya Pradesh,1977,78.017328,22.126568
India,Padliya Dam,Madhya Pradesh,1984,76.162881,22.247446
India,Pagara Dam,Madhya Pradesh,1927,77.927811,26.380236
India,Pampawati Dam,Madhya Pradesh,1978,74.903134,23.042857
India,Paras Dam,Madhya Pradesh,1982,76.472547,22.291284
India,Parshukhedi Dam,Madhya Pradesh,1981,75.952078,23.361715
India,Parsodi Dam,Madhya Pradesh,1978,78.390314,21.742829
India,Patapra Dam,Madhya Pradesh,1986,80.143943,23.12909
India,Pillowa Dam,Madhya Pradesh,1914,78.04695,26.440882
India,Pipliyakumar Dam,Madhya Pradesh,1978,75.952078,23.361715
India,Pipliyapada Dam,Madhya Pradesh,1980,75.076565,22.325431
India,Piplyakala Dam,Madhya Pradesh,2002,76.711912,23.424024
India,Pohar Dam,Madhya Pradesh,1976,77.977032,21.925369
India,Pusli Dam,Madhya Pradesh,1976,77.88299,21.806893
India,Rajgarh Dam,Madhya Pradesh,1914,77.638748,25.382804
India,Rajiv Sagar (Maksudangarh) Dam,Madhya Pradesh,2002,77.53512,23.821833
India,Ramova Dam,Madhya Pradesh,1931,78.205334,26.189987
India,Rampur Dam,Madhya Pradesh,1917,77.340993,24.639612
India,Rampura Dam,Madhya Pradesh,1989,80.136499,24.405098
India,Ranipur Dam,Madhya Pradesh,1992,78.017328,22.126568
India,Ranjeet Dam,Madhya Pradesh,1916,75.152211,22.182216
India,Ratapani Dam,Madhya Pradesh,1965,77.901279,22.883214
India,Rechhai Dam,Madhya Pradesh,1910,79.820746,23.897595
India,Roomal Dam,Madhya Pradesh,1910,80.115782,22.12372
India,Sahibkhedi Dam,Madhya Pradesh,1981,75.844056,23.194039
India,Salkanpur Dam,Madhya Pradesh,1985,77.644539,22.582822
India,Salkheda Dam,Madhya Pradesh,1995,75.274184,22.073791
India,Samaldo Dam,Madhya Pradesh,1960,75.262206,22.296998
India,Samarsingha Dam,Madhya Pradesh,1917,77.340993,24.639612
India,Sarathi Dam,Madhya Pradesh,1923,80.115782,22.12372
India,Sarro Dam,Madhya Pradesh,1973,82.036776,24.422803
India,Sarwankheda Dam,Madhya Pradesh,2001,75.537977,23.758203
India,Satak Dam,Madhya Pradesh,1960,75.274184,22.073791
India,Segvi Dam,Madhya Pradesh,1990,75.274184,22.073791
India,Sendpa Dam,Madhya Pradesh,1966,79.36641,24.687869
India,Sher Dam,Madhya Pradesh,1979,82.446084,24.2287
India,Shobhapur Dam,Madhya Pradesh,1979,78.017328,22.126568
India,Sidhi Dam,Madhya Pradesh,1966,81.860477,24.413641
India,Siloda Dam,Madhya Pradesh,1916,76.823965,23.340107
India,Singhpur Dam,Madhya Pradesh,1962,80.578551,24.707494
India,Sonkhedi Dam,Madhya Pradesh,1984,77.88299,21.806893
India,Sukta Dam,Madhya Pradesh,1984,76.203897,21.331172
India,Sultanpur Dam,Madhya Pradesh,1988,76.373436,21.834413
India,Surkipondi Dam,Madhya Pradesh,1968,77.340993,24.639612
India,Takli Dam,Madhya Pradesh,1988,75.274184,22.073791
India,Talpura Dam,Madhya Pradesh,1986,77.713596,22.741634
India,Talwara Dam,Madhya Pradesh,1976,74.764302,22.182201
India,Tandikhurd Dam,Madhya Pradesh,2002,76.711912,23.424024
India,Tawa Dam,Madhya Pradesh,2001,79.536662,22.24078
India,Tejgarh Dam,Madhya Pradesh,1961,79.550285,23.565132
India,Tekanpur Dam,Madhya Pradesh,1895,78.399215,25.952514
India,Tigra Dam,Madhya Pradesh,1917,78.136821,26.198866
India,Tillar Dam,Madhya Pradesh,1987,75.952078,23.361715
India,Udiyapura Dam,Madhya Pradesh,1980,75.115848,22.259069
India,Umrar Dam,Madhya Pradesh,1978,80.822066,23.559764
India,Upper Palakmati Dam,Madhya Pradesh,2002,77.586016,23.262998
India,Upper Wainganga (Sanjay Sarovar) Dam,Madhya Pradesh,2005,79.665049,22.374748
India,Utawad Dam,Madhya Pradesh,1987,75.274184,22.073791
India,Virla Dam,Madhya Pradesh,1966,75.430908,22.483949
India,Adan Dam,Maharashtra,1977,77.522957,20.466063
India,Adhala Dam,Maharashtra,1976,74.20069,19.588138
India,Adol Dam,Maharashtra,1990,76.995607,20.055497
India,Alandi Dam,Maharashtra,1983,74.20069,19.588138
India,Amla Dam,Maharashtra,1969,76.376496,18.973161
India,Ancharwadi -I Dam,Maharashtra,1985,76.261534,20.322163
India,Andhali Dam,Maharashtra,1997,74.323507,17.604326
India,Aner Dam,Maharashtra,1980,77.15319,19.733306
India,Ansing Dam,Maharashtra,2004,77.272472,20.047059
India,Arjunwadi Dam,Maharashtra,2002,74.639128,16.848371
India,Aruna Dam,Maharashtra,0,73.854924,16.352276
India,Arunawati Dam,Maharashtra,1994,77.778242,20.303788
India,Asola Dam,Maharashtra,1976,77.545361,20.21969
India,Atpadi Dam,Maharashtra,1972,74.323507,17.604326
India,Aurala Dam,Maharashtra,1977,75.201711,19.849997
India,Badur Dam,Maharashtra,0,76.39651,17.62859
India,Belunki Dam,Maharashtra,1997,74.639128,16.848371
India,Beni Dam,Maharashtra,1981,73.796239,16.857082
India,Bhakuchiwadi Dam,Maharashtra,1989,74.232598,17.274517
India,Bhandalwadi Dam,Maharashtra,1966,74.601135,18.308648
India,Bharaj Dam,Maharashtra,1982,76.241866,20.352168
India,Bhatodi Dam,Maharashtra,1892,74.751347,19.091997
India,Bhatsa Dam,Maharashtra,1983,73.141723,19.281156
India,Bhisi Dam,Maharashtra,1975,79.556391,20.703237
India,Bhivargi Dam,Maharashtra,2001,75.827218,17.497625
India,Bhiwapur Dam,Maharashtra,1979,77.794694,20.936802
India,Bhugaon Dam,Maharashtra,1983,73.805566,18.5501
India,Bhulgad Dam,Maharashtra,1980,78.338437,20.445144
India,Bodhegaon Dam,Maharashtra,1971,76.376496,18.973161
India,Borda Dam,Maharashtra,1988,79.274728,19.98746
India,Borgaon (Solapur) Dam,Maharashtra,1984,76.39651,17.62859
India,Botha Dam,Maharashtra,1997,76.224805,20.684915
India,Branjala Dam,Maharashtra,1980,75.875224,19.975789
India,Burai Dam,Maharashtra,1988,74.491248,21.086568
India,Chabra Dam,Maharashtra,1984,77.15319,19.733306
India,Chalkewadi Dam,Maharashtra,1991,73.866114,17.139939
India,Chandai Dam,Maharashtra,1983,79.054403,20.805643
India,Chandani Dam,Maharashtra,1965,75.565556,17.898957
India,Chankapur Dam,Maharashtra,1911,74.491248,21.086568
India,Chapner Dam,Maharashtra,1973,75.201711,19.849997
India,Chargaon Dam,Maharashtra,1983,79.284086,20.007375
India,Chincholi Tapse Dam,Maharashtra,1969,76.500378,18.387836
India,Chinchpani Dam,Maharashtra,1998,77.025341,20.751786
India,Chorpangra Dam,Maharashtra,1984,76.589125,20.013574
India,Dahigaon Dhanora Dam,Maharashtra,1975,77.794694,20.936802
India,Dahikute Dam,Maharashtra,1973,76.555112,18.885439
India,Darati Dam,Maharashtra,1985,77.778242,20.303788
India,Darna Dam,Maharashtra,1916,74.20069,19.588138
India,Daruj Dam,Maharashtra,1956,74.323507,17.604326
India,Dastapur Dam,Maharashtra,1982,77.794694,20.936802
India,Datali Dam,Maharashtra,1974,74.20069,19.588138
India,Dawarvadi Dam,Maharashtra,1981,75.395008,19.827966
India,Dehegaon Dam,Maharashtra,1985,76.470545,19.562895
India,Dhakani Dam,Maharashtra,1994,74.323507,17.604326
India,Dhamangaon Badhe Dam,Maharashtra,1990,76.589125,20.013574
India,Dhardedigar Dam,Maharashtra,1979,76.586166,18.400127
India,Dheku Dam,Maharashtra,1960,75.201711,19.849997
India,Dhom Dam,Maharashtra,1977,73.82034,17.974537
India,Dighanchi Dam,Maharashtra,1976,74.323507,17.604326
India,Dudhad Dam,Maharashtra,1974,77.15319,19.733306
India,Dudhkheda Dam,Maharashtra,1971,76.807821,19.267647
India,Eklahare Dam,Maharashtra,1984,74.20069,19.588138
India,Erai Dam,Maharashtra,1983,79.284086,20.007375
India,Gadmoshi Dam,Maharashtra,1912,79.556391,20.703237
India,Gangapur Dam,Maharashtra,1965,74.20069,19.588138
India,Gangoti Dam,Maharashtra,1978,74.323507,17.604326
India,Garade Dam,Maharashtra,1979,73.902261,18.25725
India,Gavalishivara Dam,Maharashtra,1972,75.201711,19.849997
India,Ghanand Dam,Maharashtra,1986,74.323507,17.604326
India,Gharni Dam,Maharashtra,1969,76.586166,18.400127
India,Gheradi Dam,Maharashtra,1943,75.520652,17.776867
India,Ghonga Dam,Maharashtra,1986,76.224805,20.684915
India,Ghordari Dam,Maharashtra,1988,76.665625,19.950607
India,Ghota Dam,Maharashtra,1978,76.224805,20.684915
India,Girija Dam,Maharashtra,1986,75.34941,19.912533
India,Giroli Dam,Maharashtra,1973,77.447695,20.249555
India,Goki Dam,Maharashtra,1981,77.778242,20.303788
India,Golatgaon Dam,Maharashtra,1971,75.826089,19.852622
India,Gondvihir Dam,Maharashtra,1977,77.691575,21.011122
India,Gothangaon Dam,Maharashtra,1976,79.61577,20.878745
India,Gyanganga Dam,Maharashtra,1971,76.235334,20.523079
India,Hanga Dam,Maharashtra,1978,74.700961,19.049847
India,Hangarga Dam,Maharashtra,1973,76.026668,17.953656
India,Haranbari Dam,Maharashtra,1980,74.491248,21.086568
India,Harashi Dam,Maharashtra,1999,78.724789,20.90837
India,Harkul Dam,Maharashtra,1976,73.854924,16.352276
India,Hingangaon (Sangali) Dam,Maharashtra,1998,74.207915,17.317629
India,Hivare Dam,Maharashtra,1974,74.103469,17.763299
India,Jagdari Dam,Maharashtra,1980,76.589125,20.013574
India,Jakapur Dam,Maharashtra,1977,76.39651,17.62859
India,Jalod Dam,Maharashtra,1998,76.807821,19.267647
India,Jam Dam,Maharashtra,1996,78.76448,21.13833
India,Jambhulani (Sangali) Dam,Maharashtra,1975,74.323507,17.604326
India,Jambnala Dam,Maharashtra,1999,77.545361,20.21969
India,Jamkhedi Dam,Maharashtra,2002,74.491248,21.086568
India,Jiregaon Dam,Maharashtra,2002,74.570364,18.320244
India,Jogwada Dam,Maharashtra,1979,76.470545,19.562895
